Unnamed: 0,route_id,service_id,trip_id,shape_id,trip_headsign,direction_id,trip_id.1,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,arrival_time_new,day_of_the_week,day,arrival_time_new_1
18.0,60-145-b12-1,y1003,8563.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8563.y1003.60-145-b12-1.330.I,18:13:07,18:13:07,8250DB004728,42, Heuston Station,0,0,16155.36,0 days 18:13:07,Sunday,,
19.0,60-145-b12-1,y1003,8563.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8563.y1003.60-145-b12-1.330.I,18:13:40,18:13:40,8250DB000461,43, Heuston Station,0,0,16345.37,0 days 18:13:40,Sunday,,
20.0,60-145-b12-1,y1003,8563.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8563.y1003.60-145-b12-1.330.I,18:14:46,18:14:46,8250DB002068,44, Heuston Station,0,0,16717.81,0 days 18:14:46,Sunday,,
21.0,60-145-b12-1,y1003,8563.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8563.y1003.60-145-b12-1.330.I,18:15:29,18:15:29,8250DB002069,45, Heuston Station,0,0,16917.78,0 days 18:15:29,Sunday,,
22.0,60-145-b12-1,y1003,8563.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8563.y1003.60-145-b12-1.330.I,18:16:39,18:16:39,8250DB002070,46, Heuston Station,0,0,17326.92,0 days 18:16:39,Sunday,,
23.0,60-145-b12-1,y1003,8563.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8563.y1003.60-145-b12-1.330.I,18:17:28,18:17:28,8250DB002084,47, Heuston Station,0,0,17683.85,0 days 18:17:28,Sunday,,
24.0,60-145-b12-1,y1003,8563.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8563.y1003.60-145-b12-1.330.I,18:19:00,18:19:00,8250DB000768,48, Heuston Station,0,0,18332.61,0 days 18:19:00,Sunday,,
25.0,60-145-b12-1,y1003,8563.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8563.y1003.60-145-b12-1.330.I,18:19:30,18:19:30,8220DB000769,49, Heuston Station,0,0,18660.17,0 days 18:19:30,Sunday,,
26.0,60-145-b12-1,y1003,8563.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8563.y1003.60-145-b12-1.330.I,18:20:33,18:20:33,8220DB000770,50, Heuston Station,0,0,19103.19,0 days 18:20:33,Sunday,,
27.0,60-145-b12-1,y1003,8563.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8563.y1003.60-145-b12-1.330.I,18:20:58,18:20:58,8220DB000771,51, Heuston Station,0,0,19294.0,0 days 18:20:58,Sunday,,
28.0,60-145-b12-1,y1003,8563.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8563.y1003.60-145-b12-1.330.I,18:21:50,18:21:50,8220DB000772,52, Heuston Station,0,0,19667.55,0 days 18:21:50,Sunday,,
29.0,60-145-b12-1,y1003,8563.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8563.y1003.60-145-b12-1.330.I,18:22:36,18:22:36,8220DB000773,53, Heuston Station,0,0,19870.88,0 days 18:22:36,Sunday,,
30.0,60-145-b12-1,y1003,8563.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8563.y1003.60-145-b12-1.330.I,18:23:31,18:23:31,8220DB000774,54, Heuston Station,0,0,20112.76,0 days 18:23:31,Sunday,,
31.0,60-145-b12-1,y1003,8563.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8563.y1003.60-145-b12-1.330.I,18:24:44,18:24:44,8220DB000775,55, Heuston Station,0,0,20436.6,0 days 18:24:44,Sunday,,
32.0,60-145-b12-1,y1003,8563.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8563.y1003.60-145-b12-1.330.I,18:25:47,18:25:47,8220DB000776,56, Heuston Station,0,0,20719.48,0 days 18:25:47,Sunday,,
33.0,60-145-b12-1,y1003,8563.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8563.y1003.60-145-b12-1.330.I,18:26:28,18:26:28,8220DB000777,57, Heuston Station,0,0,20927.81,0 days 18:26:28,Sunday,,
34.0,60-145-b12-1,y1003,8563.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8563.y1003.60-145-b12-1.330.I,18:27:37,18:27:37,8220DB000906,58, Heuston Station,0,0,21268.54,0 days 18:27:37,Sunday,,
35.0,60-145-b12-1,y1003,8563.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8563.y1003.60-145-b12-1.330.I,18:28:33,18:28:33,8220DB000907,59, Heuston Station,0,0,21501.82,0 days 18:28:33,Sunday,,
36.0,60-145-b12-1,y1003,8563.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8563.y1003.60-145-b12-1.330.I,18:29:19,18:29:19,8220DB000908,60, Heuston Station,0,0,21695.7,0 days 18:29:19,Sunday,,
37.0,60-145-b12-1,y1003,8563.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8563.y1003.60-145-b12-1.330.I,18:30:20,18:30:20,8220DB000909,61, Heuston Station,0,0,21949.13,0 days 18:30:20,Sunday,,
38.0,60-145-b12-1,y1003,8563.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8563.y1003.60-145-b12-1.330.I,18:31:23,18:31:23,8220DB000786,62, Heuston Station,0,0,22210.37,0 days 18:31:23,Sunday,,
39.0,60-145-b12-1,y1003,8563.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8563.y1003.60-145-b12-1.330.I,18:35:00,18:35:00,8220DB000792,63, Heuston Station,0,0,22967.73,0 days 18:35:00,Sunday,,
40.0,60-145-b12-1,y1003,8563.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8563.y1003.60-145-b12-1.330.I,18:37:41,18:37:41,8220DB007586,64, Heuston Station,0,0,23509.67,0 days 18:37:41,Sunday,,
41.0,60-145-b12-1,y1003,8563.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8563.y1003.60-145-b12-1.330.I,18:40:26,18:40:26,8220DB007587,65, Heuston Station,0,0,24066.5,0 days 18:40:26,Sunday,,
42.0,60-145-b12-1,y1003,8563.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8563.y1003.60-145-b12-1.330.I,18:41:22,18:41:22,8220DB007588,66, Heuston Station,0,0,24264.89,0 days 18:41:22,Sunday,,
43.0,60-145-b12-1,y1003,8563.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8563.y1003.60-145-b12-1.330.I,18:44:21,18:44:21,8220DB000325,67, Heuston Station,0,0,24917.2,0 days 18:44:21,Sunday,,
44.0,60-145-b12-1,y1003,8563.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8563.y1003.60-145-b12-1.330.I,18:46:44,18:46:44,8220DB001443,68, Heuston Station,0,0,25582.55,0 days 18:46:44,Sunday,,
45.0,60-145-b12-1,y1003,8563.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8563.y1003.60-145-b12-1.330.I,18:48:14,18:48:14,8220DB001444,69, Heuston Station,0,0,25912.41,0 days 18:48:14,Sunday,,
46.0,60-145-b12-1,y1003,8563.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8563.y1003.60-145-b12-1.330.I,18:49:54,18:49:54,8220DB001445,70, Heuston Station,0,0,26277.99,0 days 18:49:54,Sunday,,
47.0,60-145-b12-1,y1003,8563.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8563.y1003.60-145-b12-1.330.I,18:50:57,18:50:57,8220DB004407,71, Heuston Station,0,0,26640.58,0 days 18:50:57,Sunday,,
48.0,60-145-b12-1,y1003,8563.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8563.y1003.60-145-b12-1.330.I,18:55:29,18:55:29,8220DB004320,74, Heuston Station,0,0,28019.75,0 days 18:55:29,Sunday,,
49.0,60-145-b12-1,y1003,8582.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8582.y1003.60-145-b12-1.330.I,18:00:00,18:00:00,8350DB007574,1, Heuston Station,0,0,0.0,0 days 18:00:00,Sunday,,
50.0,60-145-b12-1,y1003,8582.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8582.y1003.60-145-b12-1.330.I,18:02:21,18:02:21,8350DB004177,2, Heuston Station,0,0,448.42,0 days 18:02:21,Sunday,,
51.0,60-145-b12-1,y1003,8582.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8582.y1003.60-145-b12-1.330.I,18:02:55,18:02:55,8350DB004178,3, Heuston Station,0,0,696.52,0 days 18:02:55,Sunday,,
52.0,60-145-b12-1,y1003,8582.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8582.y1003.60-145-b12-1.330.I,18:04:04,18:04:04,8350DB004179,4, Heuston Station,0,0,1187.07,0 days 18:04:04,Sunday,,
53.0,60-145-b12-1,y1003,8582.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8582.y1003.60-145-b12-1.330.I,18:05:11,18:05:11,8350DB002993,5, Heuston Station,0,0,1607.52,0 days 18:05:11,Sunday,,
54.0,60-145-b12-1,y1003,8582.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8582.y1003.60-145-b12-1.330.I,18:06:06,18:06:06,8350DB002994,6, Heuston Station,0,0,2090.99,0 days 18:06:06,Sunday,,
55.0,60-145-b12-1,y1003,8582.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8582.y1003.60-145-b12-1.330.I,18:07:17,18:07:17,8350DB004180,7, Heuston Station,0,0,2411.62,0 days 18:07:17,Sunday,,
56.0,60-145-b12-1,y1003,8582.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8582.y1003.60-145-b12-1.330.I,18:08:42,18:08:42,8350DB004181,8, Heuston Station,0,0,2783.89,0 days 18:08:42,Sunday,,
57.0,60-145-b12-1,y1003,8582.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8582.y1003.60-145-b12-1.330.I,18:10:34,18:10:34,8350DB004182,9, Heuston Station,0,0,3192.15,0 days 18:10:34,Sunday,,
58.0,60-145-b12-1,y1003,8582.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8582.y1003.60-145-b12-1.330.I,18:11:30,18:11:30,8350DB004151,10, Heuston Station,0,0,3394.12,0 days 18:11:30,Sunday,,
59.0,60-145-b12-1,y1003,8582.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8582.y1003.60-145-b12-1.330.I,18:12:12,18:12:12,8350DB002997,11, Heuston Station,0,0,3544.0,0 days 18:12:12,Sunday,,
60.0,60-145-b12-1,y1003,8582.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8582.y1003.60-145-b12-1.330.I,18:13:08,18:13:08,8350DB004153,12, Heuston Station,0,0,3747.35,0 days 18:13:08,Sunday,,
61.0,60-145-b12-1,y1003,8582.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8582.y1003.60-145-b12-1.330.I,18:14:31,18:14:31,8350DB004154,13, Heuston Station,0,0,4038.8,0 days 18:14:31,Sunday,,
62.0,60-145-b12-1,y1003,8582.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8582.y1003.60-145-b12-1.330.I,18:15:33,18:15:33,8350DB004416,14, Heuston Station,0,0,4288.35,0 days 18:15:33,Sunday,,
63.0,60-145-b12-1,y1003,8582.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8582.y1003.60-145-b12-1.330.I,18:17:05,18:17:05,8350DB004201,15, Heuston Station,0,0,4660.63,0 days 18:17:05,Sunday,,
64.0,60-145-b12-1,y1003,8582.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8582.y1003.60-145-b12-1.330.I,18:18:02,18:18:02,8250DB004202,16, Heuston Station,0,0,5232.14,0 days 18:18:02,Sunday,,
65.0,60-145-b12-1,y1003,8582.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8582.y1003.60-145-b12-1.330.I,18:18:41,18:18:41,8250DB004203,17, Heuston Station,0,0,5657.98,0 days 18:18:41,Sunday,,
66.0,60-145-b12-1,y1003,8582.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8582.y1003.60-145-b12-1.330.I,18:18:57,18:18:57,8250DB005090,18, Heuston Station,0,0,5893.7,0 days 18:18:57,Sunday,,
67.0,60-145-b12-1,y1003,8582.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8582.y1003.60-145-b12-1.330.I,18:19:11,18:19:11,8250DB004204,19, Heuston Station,0,0,6113.34,0 days 18:19:11,Sunday,,
68.0,60-145-b12-1,y1003,8582.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8582.y1003.60-145-b12-1.330.I,18:19:21,18:19:21,8250DB004205,20, Heuston Station,0,0,6272.1,0 days 18:19:21,Sunday,,
69.0,60-145-b12-1,y1003,8582.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8582.y1003.60-145-b12-1.330.I,18:20:23,18:20:23,8250DB004206,21, Heuston Station,0,0,6606.83,0 days 18:20:23,Sunday,,
70.0,60-145-b12-1,y1003,8582.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8582.y1003.60-145-b12-1.330.I,18:21:11,18:21:11,8250DB003140,22, Heuston Station,0,0,6868.73,0 days 18:21:11,Sunday,,
71.0,60-145-b12-1,y1003,8582.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8582.y1003.60-145-b12-1.330.I,18:22:36,18:22:36,8250DB003141,23, Heuston Station,0,0,7432.3,0 days 18:22:36,Sunday,,
72.0,60-145-b12-1,y1003,8582.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8582.y1003.60-145-b12-1.330.I,18:23:37,18:23:37,8250DB003142,24, Heuston Station,0,0,7863.69,0 days 18:23:37,Sunday,,
73.0,60-145-b12-1,y1003,8582.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8582.y1003.60-145-b12-1.330.I,18:25:05,18:25:05,8250DB003143,25, Heuston Station,0,0,8478.67,0 days 18:25:05,Sunday,,
74.0,60-145-b12-1,y1003,8582.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8582.y1003.60-145-b12-1.330.I,18:26:01,18:26:01,8250DB003144,26, Heuston Station,0,0,8930.37,0 days 18:26:01,Sunday,,
75.0,60-145-b12-1,y1003,8582.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8582.y1003.60-145-b12-1.330.I,18:26:38,18:26:38,8250DB003145,27, Heuston Station,0,0,9247.7,0 days 18:26:38,Sunday,,
76.0,60-145-b12-1,y1003,8582.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8582.y1003.60-145-b12-1.330.I,18:27:19,18:27:19,8250DB003146,28, Heuston Station,0,0,9649.17,0 days 18:27:19,Sunday,,
77.0,60-145-b12-1,y1003,8582.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8582.y1003.60-145-b12-1.330.I,18:28:19,18:28:19,8250DB003147,29, Heuston Station,0,0,10198.15,0 days 18:28:19,Sunday,,
78.0,60-145-b12-1,y1003,8582.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8582.y1003.60-145-b12-1.330.I,18:29:00,18:29:00,8250DB003148,30, Heuston Station,0,0,10590.0,0 days 18:29:00,Sunday,,
79.0,60-145-b12-1,y1003,8582.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8582.y1003.60-145-b12-1.330.I,18:30:10,18:30:10,8250DB005127,31, Heuston Station,0,0,11055.81,0 days 18:30:10,Sunday,,
80.0,60-145-b12-1,y1003,8582.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8582.y1003.60-145-b12-1.330.I,18:31:30,18:31:30,8250DB005128,32, Heuston Station,0,0,11680.16,0 days 18:31:30,Sunday,,
81.0,60-145-b12-1,y1003,8582.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8582.y1003.60-145-b12-1.330.I,18:33:24,18:33:24,8250DB002996,33, Heuston Station,0,0,12553.35,0 days 18:33:24,Sunday,,
82.0,60-145-b12-1,y1003,8582.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8582.y1003.60-145-b12-1.330.I,18:34:11,18:34:11,8250DB003258,34, Heuston Station,0,0,12914.75,0 days 18:34:11,Sunday,,
83.0,60-145-b12-1,y1003,8582.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8582.y1003.60-145-b12-1.330.I,18:35:13,18:35:13,8250DB002060,35, Heuston Station,0,0,13178.87,0 days 18:35:13,Sunday,,
84.0,60-145-b12-1,y1003,8582.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8582.y1003.60-145-b12-1.330.I,18:35:57,18:35:57,8250DB002061,36, Heuston Station,0,0,13573.96,0 days 18:35:57,Sunday,,
85.0,60-145-b12-1,y1003,8582.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8582.y1003.60-145-b12-1.330.I,18:37:04,18:37:04,8250DB002062,37, Heuston Station,0,0,14151.39,0 days 18:37:04,Sunday,,
86.0,60-145-b12-1,y1003,8582.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8582.y1003.60-145-b12-1.330.I,18:37:54,18:37:54,8250DB002063,38, Heuston Station,0,0,14402.42,0 days 18:37:54,Sunday,,
87.0,60-145-b12-1,y1003,8582.y1003.60-145-b12-1.330.I,60-145-b12-1.330.I,Kilmacanogue (Esso Garage) - Outside Heuston Train Station,1,8582.y1003.60-145-b12-1.330.I,18:39:11,18:39:11,8250DB002064,39, Heuston Station,0,0,14780.71,0 days 18:39:11,Sunday,,
